DT,NDVI,P,ET,LST
2017-03-31,0.3623,40.3052,64.2548,39.3511
2017-04-10,0.40399999999999997,26.2131,55.9986,37.4657
2017-04-20,0.4602,43.4775,51.3748,36.7758
2017-04-30,0.5057,47.0108,43.9553,32.4772
2017-05-10,0.5718,43.928999999999995,42.0721,31.4025
2017-05-20,0.5867,35.8835,44.8732,32.791
2017-05-31,0.5747,39.6968,50.0551,31.6111
2017-06-10,0.54,7.3113,51.9777,31.6825
2017-06-20,0.4899,4.8837,53.3212,33.8517
2017-06-30,0.4367,8.4668,51.9643,32.8188
2017-07-10,0.3862,6.3359,52.2748,32.0728
2017-07-20,0.3499,9.0888,53.0693,33.1935
2017-07-31,0.3309,8.4314,60.1829,34.6927
2017-08-10,0.3316,11.9282,59.5964,34.6331
2017-08-20,0.3436,8.4217,61.2205,37.0863
2017-08-31,0.3576,26.9616,62.3477,37.373000000000005
2017-09-10,0.37799999999999995,24.85,51.251000000000005,35.5029
2017-09-20,0.4005,37.3639,55.0386,36.885999999999996
2017-09-30,0.4319,27.0985,50.0743,34.6608
2017-10-10,0.4653,19.8678,44.6741,35.0803
2017-10-20,0.4982,53.9424,43.2569,32.3592
2017-10-31,0.5483,36.7766,46.4938,31.0279
2017-11-10,0.5773,14.0541,38.5062,29.618000000000002
2017-11-20,0.5836,9.4001,44.2024,32.1823
2017-11-30,0.5579999999999999,6.1089,44.5718,33.9515
2017-12-10,0.5068,1.3478,48.056000000000004,37.6572
2017-12-20,0.4423,1.6504,48.9757,38.4057
2017-12-31,0.3854,2.7482,57.7167,40.9327
2018-01-10,0.3467,1.8382,51.3029,40.3089
2018-01-20,0.3239,1.489,55.3661,40.4698
2018-01-31,0.3115,2.0075,63.0367,44.0229
2018-02-10,0.307,4.2107,61.2189,43.3547
2018-02-20,0.316,10.241,56.4074,41.8164
2018-02-28,0.3403,21.7283,40.5793,38.4233
2018-03-10,0.3864,24.9471,45.7055,37.225
2018-03-20,0.4504,29.4218,49.5943,35.9864
2018-03-31,0.5095,23.0797,57.613,33.8005
2018-04-10,0.5562,102.3015,38.2247,30.4998
2018-04-20,0.5877,141.8814,29.9644,29.7201
2018-04-30,0.6142,68.893,36.2699,29.166999999999998
2018-05-10,0.6285,17.8093,39.5574,28.3641
2018-05-20,0.6198,41.1086,41.2926,30.3231
2018-05-31,0.5912,27.5111,45.8903,28.3936
2018-06-10,0.5419,12.4929,42.2401,28.2765
2018-06-20,0.4949,9.9528,44.9641,28.6447
2018-06-30,0.4617,13.6356,48.3678,29.2729
2018-07-10,0.4438,5.705,49.7096,30.0404
2018-07-20,0.4315,4.4462,49.9473,31.5118
2018-07-31,0.4266,4.0179,59.3881,34.2189
2018-08-10,0.4185,12.940999999999999,59.7217,36.0142
2018-08-20,0.4071,9.177999999999999,56.8034,34.7859
2018-08-31,0.3984,21.4126,63.0927,35.5351
2018-09-10,0.4027,14.1149,59.2724,36.8773
2018-09-20,0.4222,16.4373,61.6132,38.2337
2018-09-30,0.4507,30.8485,53.0395,35.4744
2018-10-10,0.4887,19.5137,48.1703,33.4649
2018-10-20,0.54,43.2843,43.9008,32.5261
2018-10-31,0.5863,43.7592,46.1945,29.25
2018-11-10,0.6057,8.1573,46.1037,31.1108
2018-11-20,0.6074,23.4039,42.5301,29.7594
2018-11-30,0.5878,13.493,46.3034,32.4335
2018-12-10,0.5536,1.8726,44.708999999999996,33.7574
2018-12-20,0.5069,1.5058,50.5849,36.7404
2018-12-31,0.455,2.4425,55.8575,37.0629
2019-01-10,0.4073,1.7935,57.2575,41.2748
2019-01-20,0.3697,1.4869,58.1645,42.3659
2019-01-31,0.3423,2.0588,63.6685,43.1688
2019-02-10,0.332,5.0133,61.3861,42.6384
2019-02-20,0.3275,4.6183,62.9919,43.1644
2019-02-28,0.3321,5.0446,52.2693,44.622
2019-03-10,0.3404,6.6275,65.2795,45.8988
2019-03-20,0.3459,4.9447,67.8418,45.3781
2019-03-31,0.3513,21.3634,70.4558,43.3296
